,CO(mg/m^3),People,Suction Pump
126,0.0,0.0,0.0
127,0.0,0.0,0.0
128,0.026772722167360832,0.0,0.0
129,0.03251044455875822,0.0,0.0
130,0.13277452074193052,0.0,0.0
131,0.036792354567544185,0.0,0.0
132,0.05060775935523142,0.0,0.0
133,0.0223356163381311,0.0,0.0
134,0.04082793772512716,0.0,0.0
135,0.027897522604111314,0.0,0.0
136,0.10179328211418615,0.0,0.0
137,0.04264111776118956,0.0,0.0
138,0.0,0.0,0.0
139,0.0,0.0,0.0
140,0.06907227274879305,0.0,0.0
141,0.0,0.0,0.0
142,0.06734470901398261,0.0,0.0
143,0.0,0.0,0.0
144,0.08549272822213119,0.0,0.0
145,0.106899414186591,0.0,0.0
146,0.057470611737068036,0.0,0.0
147,0.0,0.0,0.0
148,0.07179424019218525,0.0,0.0
149,0.026045750280496393,0.0,0.0
150,0.04991576047083704,0.0,0.0
151,0.19035405833545865,0.0,0.0
152,0.017885191808508956,0.0,0.0
153,0.0,0.0,0.0
154,0.0,0.0,0.0
155,0.09013648448199632,0.0,0.0
156,0.08273355474040192,0.0,0.0
157,0.008806233657578474,0.0,0.0
158,0.045737115175623774,0.0,0.0
159,0.08040681198723136,0.0,0.0
160,0.14861100992793969,0.0,0.0
161,0.0,0.0,0.0
162,0.05748458662543887,0.0,0.0
163,0.0509257711821496,0.0,0.0
164,0.023036591755608807,0.0,0.0
165,0.04737480188610219,0.0,0.0
166,0.0,0.0,0.0
167,0.12998340637261852,0.0,0.0
168,0.07785751242226581,0.0,0.0
169,0.08158926370040509,0.0,0.0
170,0.09809888428392761,0.0,0.0
171,0.07736775220777703,0.0,0.0
172,0.06753602782174711,0.0,0.0
173,0.06775481870093511,0.0,0.0
174,0.0,0.0,0.0
175,0.12949161219971977,0.0,0.0
176,0.08878234828198084,0.0,0.0
177,0.07359909451681695,0.0,0.0
178,0.0,0.0,0.0
179,0.0,0.0,0.0
180,0.10086241325674948,0.0,0.0
181,0.05813952554072981,0.0,0.0
182,0.0145084417737808,0.0,0.0
183,0.17195841419677566,0.0,0.0
184,0.054040820999711414,0.0,0.0
185,0.09709918242422111,0.0,0.0
186,0.0705603148860695,0.0,0.0
187,0.048197002191691776,0.0,0.0
188,0.04718615400090062,0.0,0.0
189,0.01623771221783151,0.0,0.0
190,0.037571690308657035,0.0,0.0
191,0.01212957964246246,0.0,0.0
192,0.06173258364008074,0.0,0.0
193,0.0,0.0,0.0
194,0.054605119181536585,0.0,0.0
195,0.10781651986313315,0.0,0.0
196,0.07564036322798728,0.0,0.0
197,0.022914142166459896,0.0,0.0
198,0.04603772941512021,0.0,0.0
199,0.011073159031913075,0.0,0.0
200,0.08801378957353936,0.0,0.0
201,0.031449292961513484,0.0,0.0
202,9.961246651813555e-05,0.0,0.0
203,0.12526327139089818,0.0,0.0
204,0.10368051144494081,0.0,0.0
205,0.08757698013439191,0.0,0.0
206,0.05902586660837636,0.0,0.0
207,0.08336537333406976,0.0,0.0
208,0.11965495717360615,0.0,0.0
209,0.02732715512371829,0.0,0.0
210,0.023275110505986785,0.0,0.0
211,0.05898980670301595,0.0,0.0
212,0.0,0.0,0.0
213,0.0,0.0,0.0
214,0.05804633120693478,0.0,0.0
215,0.026706430983088572,0.0,0.0
216,0.05136104597959885,0.0,0.0
217,0.0,0.0,0.0
218,0.029980655919636355,0.0,0.0
219,0.013500987617009345,0.0,0.0
220,0.0,0.0,0.0
221,0.09883844102233316,0.0,0.0
222,0.05022460402327252,0.0,0.0
223,0.13399458081784038,0.0,0.0
224,0.08797993589930052,0.0,0.0
225,0.0,0.0,0.0
226,0.0,0.0,0.0
227,0.01456926225155216,0.0,0.0
228,0.0,0.0,0.0
229,0.15004804705299762,0.0,0.0
230,0.0,0.0,0.0
231,0.0,0.0,0.0
232,0.1318862667455255,0.0,0.0
233,0.0363972876093661,0.0,0.0
234,0.0,0.0,0.0
235,0.07180573891226723,0.0,0.0
236,0.0,0.0,0.0
237,0.06037974806086323,0.0,0.0
238,0.024749182004985618,0.0,0.0
239,0.06783953859199011,0.0,0.0
240,0.14648952667715742,0.0,0.0
241,0.10940361035561133,0.0,0.0
242,0.07749348119283256,0.0,0.0
243,0.1476959549659901,0.0,0.0
244,0.10019814306904551,0.0,0.0
245,0.09615119316584307,0.0,0.0
246,0.05082172849847232,0.0,0.0
247,0.12821526763398328,0.0,0.0
248,0.0,0.0,0.0
249,0.046741364770727115,0.0,0.0
250,0.05725477015917382,0.0,0.0
251,0.0,0.0,0.0
252,0.0,0.0,0.0
253,0.06531772250964138,0.0,0.0
254,0.027540505249123944,0.0,0.0
255,0.11815317991683533,0.0,0.0
256,0.09675362665419951,0.0,0.0
257,0.017416842312278226,0.0,0.0
258,0.0,0.0,0.0
259,0.062194494412649334,0.0,0.0
260,0.09908315916925939,0.0,0.0
261,0.0734181777808236,0.0,0.0
262,0.10713590453968061,0.0,0.0
263,0.018278454661388305,0.0,0.0
264,0.0,0.0,0.0
265,0.14054210458787572,0.0,0.0
266,0.05040890271768795,0.0,0.0
267,0.03182305546524371,0.0,0.0
268,0.12826621962112594,0.0,0.0
269,0.08742297220289388,0.0,0.0
270,0.014171076991862978,0.0,0.0
271,0.04098475151390471,0.0,0.0
272,0.04737492972050373,0.0,0.0
273,0.014576406339098395,0.0,0.0
274,0.011859913096724142,0.0,0.0
275,0.08711547046677484,0.0,0.0
276,0.0788375839052614,0.0,0.0
277,0.021706171330680053,0.0,0.0
278,0.11155180053300884,0.0,0.0
279,0.0035159909457939675,0.0,0.0
280,0.0473846553259704,0.0,0.0
281,0.09283980162452525,0.0,0.0
282,0.07186809843293368,0.0,0.0
283,0.0,0.0,0.0
284,0.0674710196639661,0.0,0.0
285,0.051642764455391475,0.0,0.0
286,0.035370635716882204,0.0,0.0
287,0.05898186150656033,0.0,0.0
288,0.11527977418923402,0.0,0.0
289,0.03229178634823379,0.0,0.0
290,0.08965515428452296,0.0,0.0
291,0.12337579473268687,0.0,0.0
292,0.024841459599192844,0.0,0.0
293,0.044011522386774124,0.0,0.0
294,0.027450652199067265,0.0,0.0
295,0.05241133892056433,0.0,0.0
296,0.022218616040908135,0.0,0.0
297,0.04070007553834428,0.0,0.0
298,0.006874398495881236,0.0,0.0
299,0.043619108264855946,0.0,0.0
300,0.055543248401256955,0.0,0.0
301,0.05793727893486547,0.0,0.0
302,0.07328956263180421,0.0,0.0
303,0.10612786879665342,0.0,0.0
304,0.009545799444449318,0.0,0.0
305,0.10339068910812861,0.0,0.0
306,0.0,0.0,0.0
307,0.0,0.0,0.0
308,0.045864871831829794,0.0,0.0
309,0.08613267257148718,0.0,0.0
310,0.06710809703782532,0.0,0.0
311,0.05597688261650586,0.0,0.0
312,0.09722088150338008,0.0,0.0
313,0.015883207303965967,0.0,0.0
314,0.07568477541243841,0.0,0.0
315,0.09661276043250773,0.0,0.0
316,0.0,0.0,0.0
317,0.05077671885619075,0.0,0.0
318,0.10771828447508332,0.0,0.0
319,0.09528389458795265,0.0,0.0
320,0.0,0.0,0.0
321,0.0,0.0,0.0
322,0.11010597934531653,0.0,0.0
323,0.006643743421556027,0.0,0.0
324,0.06219044651442184,0.0,0.0
325,0.0,0.0,0.0
326,0.032576577514799,0.0,0.0
327,0.04964707126992686,0.0,0.0
328,0.09813149206311089,0.0,0.0
329,0.03436836200525204,0.0,0.0
330,0.08209243944084803,0.0,0.0
331,0.08411076924550703,0.0,0.0
332,0.08624071859334245,0.0,0.0
333,0.09881093317686045,0.0,0.0
334,0.08491503148082374,0.0,0.0
335,0.03635265856492887,0.0,0.0
336,0.04224003837848158,0.0,0.0
337,0.06409232681664456,0.0,0.0
338,0.1584808055463639,0.0,0.0
339,0.005947649640698924,0.0,0.0
340,0.0,0.0,0.0
341,0.09896481454850241,0.0,0.0
342,0.056706944676009494,0.0,0.0
343,0.03639206347472465,0.0,0.0
344,0.09242171304280752,0.0,0.0
345,0.11622880231203175,0.0,0.0
346,0.060088172741019415,0.0,0.0
347,0.09292310951332265,0.0,0.0
348,0.023491637689450107,0.0,0.0
349,0.08407033226680112,0.0,0.0
350,0.0816859036892986,0.0,0.0
351,0.16679582274314197,0.0,0.0
352,0.068628041447898,0.0,0.0
353,0.04825949563858574,0.0,0.0
354,0.07523868378375972,0.0,0.0
355,0.0,0.0,0.0
356,0.0,0.0,0.0
357,0.025630694289294778,0.0,0.0
358,0.017511270740374632,0.0,0.0
359,0.058648116775289166,0.0,0.0
360,0.06570048319719579,0.0,0.0
361,0.012661810638028799,0.0,0.0
362,0.021897506576304366,0.0,0.0
363,0.02633961127668713,0.0,0.0
364,0.0,0.0,0.0
365,0.09906913149264389,0.0,0.0
366,0.018719368167498675,0.0,0.0
367,0.0,0.0,0.0
368,0.020514337154954584,0.0,0.0
369,0.04497637788234262,0.0,0.0
370,0.08345233381107396,0.0,0.0
371,0.13841826623694442,0.0,0.0
372,0.005432787186157979,0.0,0.0
373,0.09876975546818495,0.0,0.0
374,0.09703843069363452,0.0,0.0
375,0.03347941565994218,0.0,0.0
376,0.02497428409029791,0.0,0.0
377,0.09228356118316175,0.0,0.0
378,0.0,0.0,0.0
379,0.045555158957216166,0.0,0.0
380,0.0,0.0,0.0
381,0.0,0.0,0.0
382,0.07568774243822055,0.0,0.0
383,0.06692943093790957,0.0,0.0
384,0.0,0.0,0.0
385,0.15522229154152095,0.0,0.0
386,0.06958051506577498,0.0,0.0
387,0.014005685044559228,0.0,0.0
388,0.08282585298279299,0.0,0.0
389,0.0,0.0,0.0
390,0.03895485738502838,0.0,0.0
391,0.0,0.0,0.0
392,0.03821138423665166,0.0,0.0
393,0.0,0.0,0.0
394,0.05488617722909088,0.0,0.0
395,0.02480859812572699,0.0,0.0
396,0.0,0.0,0.0
397,0.07154857847806727,0.0,0.0
398,0.08741535056204172,0.0,0.0
399,0.10506905887614916,0.0,0.0
400,0.033892500729369994,0.0,0.0
401,0.07284367128411001,0.0,0.0
402,0.027123480306538165,0.0,0.0
403,0.09040982467784968,0.0,0.0
404,0.10475862909791445,0.0,0.0
405,0.004285924386104083,0.0,0.0
406,0.11560790638480245,0.0,0.0
407,0.00112122140425705,0.0,0.0
408,0.07427361642332601,0.0,0.0
409,0.04313327602443255,0.0,0.0
410,0.0,0.0,0.0
411,0.027518767060693138,0.0,0.0
412,0.0386041075321695,0.0,0.0
413,0.1326807799763426,0.0,0.0
414,0.062575575232208,0.0,0.0
415,0.03750483403917619,0.0,0.0
416,0.06419125701198661,0.0,0.0
417,0.157360439489617,0.0,0.0
418,0.03199265189734905,0.0,0.0
419,0.0,0.0,0.0
420,0.001888839755872583,0.0,0.0
421,0.1018887301277886,0.0,0.0
422,0.0528321401965229,0.0,0.0
423,0.07609356385291467,0.0,0.0
424,0.1875409413048808,0.0,0.0
425,0.0,0.0,0.0
426,0.05519647361973822,0.0,0.0
427,0.041230836456168915,0.0,0.0
428,0.03341819350819349,0.0,0.0
429,0.023154540287008085,0.0,0.0
430,0.051304104953180836,0.0,0.0
431,0.029333655611631662,0.0,0.0
432,0.036873699116827224,0.0,0.0
433,0.11192241174590174,0.0,0.0
434,0.025473356211681498,0.0,0.0
435,0.07750322687062486,0.0,0.0
436,0.04189792619065806,0.0,0.0
437,0.0,0.0,0.0
438,0.0,0.0,0.0
439,0.06527118131317047,0.0,0.0
440,0.0,0.0,0.0
441,0.01292802292367342,0.0,0.0
442,0.1127574291472433,0.0,0.0
443,0.04510860326211683,0.0,0.0
444,0.08607860216250242,0.0,0.0
445,0.06037794710643882,0.0,0.0
446,0.06394839479255933,0.0,0.0
447,0.054617068584071934,0.0,0.0
448,0.14269195977082033,0.0,0.0
449,0.03166097584191291,0.0,0.0
450,0.0,0.0,0.0
451,0.12262767081109657,0.0,0.0
452,0.0040509791321116165,0.0,0.0
453,0.05685669274041967,0.0,0.0
454,0.031416436574454476,0.0,0.0
455,0.0,0.0,0.0
456,0.0745627664237693,0.0,0.0
457,0.06805484708448371,0.0,0.0
458,0.083629352844789,0.0,0.0
459,0.04602430075122205,0.0,0.0
460,0.08012109861765293,0.0,0.0
461,0.15533307884078718,0.0,0.0
462,0.03262612103195704,0.0,0.0
463,0.02750011991026201,0.0,0.0
464,0.027782248293065803,0.0,0.0
465,0.03477782799052706,0.0,0.0
466,0.08037502147027731,0.0,0.0
467,0.0,0.0,0.0
468,0.12123078713606901,0.0,0.0
469,0.1395959330278082,0.0,0.0
470,0.07227756339639892,0.0,0.0
471,0.08820307889977098,0.0,0.0
472,0.031696384804739686,0.0,0.0
473,0.017204888342833034,0.0,0.0
474,0.11393873342062531,0.0,0.0
475,0.0,0.0,0.0
476,0.0,0.0,0.0
477,0.0,0.0,0.0
478,0.039073187976718514,0.0,0.0
479,0.08058740264329442,0.0,0.0
480,0.007580725492696623,0.0,0.0
481,0.0,0.0,0.0
482,0.11687656373183139,0.0,0.0
483,0.08739267322466437,0.0,0.0
484,0.18427995042077833,0.0,0.0
485,0.10799723883319216,0.0,0.0
486,0.07365509852935993,0.0,0.0
487,0.011848027076311343,0.0,0.0
488,0.010082001801855589,0.0,0.0
489,0.02280542037614344,0.0,0.0
490,0.09244746408525724,0.0,0.0
491,0.0,0.0,0.0
492,0.08784785212337644,0.0,0.0
493,0.08338292960412869,0.0,0.0
494,0.036077822101018786,0.0,0.0
495,0.049415441367477324,0.0,0.0
496,0.1062731089082683,0.0,0.0
497,0.03268127696893471,0.0,0.0
498,0.09347031187990934,0.0,0.0
499,0.04438023762796871,0.0,0.0
500,0.08654222688721017,0.0,0.0
501,0.059622737033191736,0.0,0.0
502,0.09973769539964798,0.0,0.0
503,0.06606197271002079,0.0,0.0
504,0.08677824705272053,0.0,0.0
505,0.15882608400831005,0.0,0.0
506,0.0,0.0,0.0
507,0.07698435776568555,0.0,0.0
508,0.13598305245419612,0.0,0.0
509,0.03515581519529115,0.0,0.0
510,0.09568894084581608,0.0,0.0
511,0.0,0.0,0.0
512,0.11793810556316461,0.0,0.0
513,0.09604942294128807,0.0,0.0
514,0.06303279017394049,0.0,0.0
515,0.09034927576935711,0.0,0.0
516,0.033653434805738056,0.0,0.0
517,0.0,0.0,0.0
518,0.1055022615913485,0.0,0.0
519,0.14232492194988405,0.0,0.0
520,0.0,0.0,0.0
521,0.0,0.0,0.0
522,0.04653840890288759,0.0,0.0
523,0.05069831157934274,0.0,0.0
524,0.05659991664345112,0.0,0.0
525,0.08165721700513282,0.0,0.0
526,0.03698897445360148,0.0,0.0
527,0.07144203273612829,0.0,0.0
528,0.026898217706085123,0.0,0.0
529,0.0807722766329759,0.0,0.0
530,0.011938232852824408,0.0,0.0
531,0.04525656581528103,0.0,0.0
532,0.043553640698083235,0.0,0.0
533,0.0103081250596007,0.0,0.0
534,0.008389272379634313,0.0,0.0
535,0.14399864667446688,0.0,0.0
536,0.030190618412802,0.0,0.0
537,0.0,0.0,0.0
538,0.02511237616828296,0.0,0.0
539,0.021201498497802646,0.0,0.0
540,0.0,0.0,0.0
541,0.0,0.0,0.0
542,0.07965594535432326,0.0,0.0
543,0.0,0.0,0.0
544,0.0,0.0,0.0
545,0.09622308587282088,0.0,0.0
546,0.0,0.0,0.0
547,0.06504814265768048,0.0,0.0
548,0.06413623836259591,0.0,0.0
549,0.07346145753213487,0.0,0.0
550,0.04162276948820394,0.0,0.0
551,0.0,0.0,0.0
552,0.02406659535254524,0.0,0.0
553,0.08865491162541043,0.0,0.0
554,0.14637040076420457,0.0,0.0
555,0.09898060897483914,0.0,0.0
556,0.08343457012443255,0.0,0.0
557,0.058870123564912225,0.0,0.0
558,0.009415918246450876,0.0,0.0
559,0.0,0.0,0.0
560,0.07105802301173161,0.0,0.0
561,0.051867438909238374,0.0,0.0
562,0.08458705347106063,0.0,0.0
563,0.06002274211564578,0.0,0.0
564,0.0,0.0,0.0
565,0.04220662337014396,0.0,0.0
566,0.03882002876342431,0.0,0.0
567,0.05295143410602606,0.0,0.0
568,0.16448887526781744,0.0,0.0
569,0.06584307658647649,0.0,0.0
570,0.035621998121321385,0.0,0.0
571,0.013605074519097336,0.0,0.0
572,0.05553931050281285,0.0,0.0
573,0.0334956944468212,0.0,0.0
574,0.06283884478290351,0.0,0.0
575,0.11246088137733451,0.0,0.0
576,0.09626153248324193,0.0,0.0
577,0.0,0.0,0.0
578,0.09768099165193492,0.0,0.0
579,0.07572897768313323,0.0,0.0
580,0.06158861182451438,0.0,0.0
581,0.0841788561928429,0.0,0.0
582,0.0,0.0,0.0
583,0.061782283860137205,0.0,0.0
584,0.03739458960242576,0.0,0.0
585,0.0,0.0,0.0
586,0.14520168183969995,0.0,0.0
587,0.05839010326582901,0.0,0.0
588,0.034708141446345306,0.0,0.0
589,0.022792008073033745,0.0,0.0
590,0.11931890192998983,0.0,0.0
591,0.08651219581598876,0.0,0.0
592,0.12118806685480954,0.0,0.0
593,0.0,0.0,0.0
594,0.09170439054536197,0.0,0.0
595,0.04721174406327947,0.0,0.0
596,0.0437774897241051,0.0,0.0
597,0.03683962973003094,0.0,0.0
598,0.1744698284376084,0.0,0.0
599,0.09729369455673768,0.0,0.0
600,0.02739197934546105,0.0,0.0
601,0.14931440593506562,0.0,0.0
602,0.024588196044217095,0.0,0.0
603,0.04975680758801978,0.0,0.0
604,0.05359982407961421,0.0,0.0
605,0.056122182407199434,0.0,0.0
606,0.05974746015297445,0.0,0.0
607,0.040074341950689596,0.0,0.0
608,0.07882636546699644,0.0,0.0
609,0.002500284449587435,0.0,0.0
610,0.05477775707250243,0.0,0.0
611,0.05465586726058263,0.0,0.0
612,0.011779061424163774,0.0,0.0
613,0.10682398083158658,0.0,0.0
614,0.07327279624011127,0.0,0.0
615,0.1886563540222832,0.0,0.0
616,0.048253269405883085,0.0,0.0
617,0.04621536857872616,0.0,0.0
618,0.10246653017805685,0.0,0.0
619,0.07218364647876523,0.0,0.0
620,0.08437288997186285,0.0,0.0
621,0.15910867939127987,0.0,0.0
622,0.07403223211873304,0.0,0.0
623,0.07180037188837356,0.0,0.0
624,0.0,0.0,0.0
625,0.03932083506808716,0.0,0.0
626,0.0035091309291500478,0.0,0.0
627,0.0,0.0,0.0
628,0.03809634284568335,0.0,0.0
629,0.0,0.0,0.0
630,0.0,0.0,0.0
631,0.04051575947554944,0.0,0.0
632,0.008125033771973392,0.0,0.0
633,0.03899312445575942,0.0,0.0
634,0.16886551484848272,0.0,0.0
635,0.07932710729349737,0.0,0.0
636,0.0,0.0,0.0
637,0.13421188946415896,0.0,0.0
638,0.0,0.0,0.0
639,0.0,0.0,0.0
640,0.10184654553966582,0.0,0.0
641,0.03228994740075569,0.0,0.0
642,0.018933787155781992,0.0,0.0
643,0.07146499352751584,0.0,0.0
644,0.01688275491906461,0.0,0.0
645,0.0,0.0,0.0
646,0.0177515852360016,0.0,0.0
647,0.11251803280549699,0.0,0.0
648,0.08715461904145405,0.0,0.0
649,0.015841845740426547,0.0,0.0
650,0.10686016933931025,0.0,0.0
651,0.08759919837146574,0.0,0.0
652,0.02855501100669457,0.0,0.0
653,0.03622601840078066,0.0,0.0
654,0.17298460474344307,0.0,0.0
655,0.0652040092431317,0.0,0.0
656,0.10818283207072818,0.0,0.0
657,0.09676698366989545,0.0,0.0
658,0.07581373576046262,0.0,0.0
659,0.06995527422929133,0.0,0.0
660,0.16744094809373794,0.0,0.0
661,0.10624296075205047,0.0,0.0
662,0.0597796014951835,0.0,0.0
663,0.0,0.0,0.0
664,0.09903298239932841,0.0,0.0
665,0.025958621664289003,0.0,0.0
666,0.02525592776750451,0.0,0.0
667,0.06432626087579738,0.0,0.0
668,0.0,0.0,0.0
669,0.06709215669871545,0.0,0.0
670,0.07162069575194513,0.0,0.0
671,0.07847025709438668,0.0,0.0
672,0.08932035375955133,0.0,0.0
673,0.02577168210050167,0.0,0.0
674,0.0,0.0,0.0
675,0.0,0.0,0.0
676,0.08588841713805481,0.0,0.0
677,0.10421847551558996,0.0,0.0
678,0.053677123866307005,0.0,0.0
679,0.08701301875833031,0.0,0.0
680,0.07559931654845467,0.0,0.0
681,0.07641638940349457,0.0,0.0
682,0.08083934289996542,0.0,0.0
683,0.14839448402680913,0.0,0.0
684,0.0084051136658998,0.0,0.0
685,0.03744314473981213,0.0,0.0
686,0.06804767731912634,0.0,0.0
687,0.10600327331596256,0.0,0.0
688,0.08228282027679262,0.0,0.0
689,0.027581823522170763,0.0,0.0
690,0.04672872199626663,0.0,0.0
691,0.01811310933708153,0.0,0.0
692,0.1403220118367985,0.0,0.0
693,0.016088314957142247,0.0,0.0
694,0.05578917097496175,0.0,0.0
695,0.128562311474818,0.0,0.0
696,0.055286620091847476,0.0,0.0
697,0.0,0.0,0.0
698,0.06745917017022117,0.0,0.0
699,0.16003183179133673,0.0,0.0
700,0.0075366866152957596,0.0,0.0
701,0.05883201808170421,0.0,0.0
702,0.08404404971871508,0.0,0.0
703,0.04115439395920977,0.0,0.0
704,0.040887014423236494,0.0,0.0
705,0.10380775136840255,0.0,0.0
706,0.13610956852281453,0.0,0.0
707,0.06511982442331893,0.0,0.0
708,0.0,0.0,0.0
709,0.03881533013955579,0.0,0.0
710,0.11123372621979466,0.0,0.0
711,0.09881851917901116,0.0,0.0
712,0.09268233597198768,0.0,0.0
713,0.1595228319759632,0.0,0.0
714,0.03860785713941069,0.0,0.0
715,0.07522603549396913,0.0,0.0
716,0.0,0.0,0.0
717,0.03947214975105573,0.0,0.0
718,0.0,0.0,0.0
719,0.04080036558964795,0.0,0.0
720,0.0459617317630876,0.0,0.0
721,0.05403066037261175,0.0,0.0
722,0.02591750503795785,0.0,0.0
723,0.04757587554313035,0.0,0.0
724,0.0027094325683761425,0.0,0.0
725,0.07375637738739513,0.0,0.0
726,0.0794465736272094,0.0,0.0
727,0.1619241170276196,0.0,0.0
728,0.12730201844183928,0.0,0.0
729,0.10547509909275238,0.0,0.0
730,0.06960321238855458,0.0,0.0
731,0.0596259934199773,0.0,0.0
732,0.0,0.0,0.0
733,0.07665656699667074,0.0,0.0
734,0.007484129920739255,0.0,0.0
735,0.15255923252194528,0.0,0.0
736,0.0002820017446587414,0.0,0.0
737,0.02684131517610876,0.0,0.0
738,0.04773363897421686,0.0,0.0
739,0.09435531440287169,0.0,0.0
740,0.05825258842949842,0.0,0.0
741,0.0,0.0,0.0
742,0.015092783755417304,0.0,0.0
743,0.026837803589280233,0.0,0.0
744,0.058592197903995696,0.0,0.0
745,0.026928184230288206,0.0,0.0
746,0.015697259300931084,0.0,0.0
747,0.0512031824917403,0.0,0.0
748,0.0,0.0,0.0
749,0.04486317131767271,0.0,0.0
750,0.0,0.0,0.0
751,0.10880085897907306,0.0,0.0
752,0.07478984343202619,0.0,0.0
753,0.13732314446200528,0.0,0.0
754,0.042780242824676025,0.0,0.0
755,0.07280541792088235,0.0,0.0
756,0.06892054160217417,0.0,0.0
757,0.0014302811084644929,0.0,0.0
758,0.016478556468371874,0.0,0.0
759,0.008897417230712926,0.0,0.0
760,0.0352463341000896,0.0,0.0
761,0.10075220582418148,0.0,0.0
762,0.03285184120146753,0.0,0.0
763,0.06907628956357835,0.0,0.0
764,0.07381017194608777,0.0,0.0
765,0.07456796669185466,0.0,0.0
766,0.013995582296857045,0.0,0.0
767,0.06486818796950314,0.0,0.0
